id,score
9c7fa510616a683058ce97d0bc768a621cd85ab1e87da2a3,0.000299047617807496
da8691b210adb3f67820f5e0c87b337d63112cee52211888,0.0003421392940592991
9c7fa510616a68309e4badf2a7a3123c0462fb85bf28ef17,0.000271281091472682
f000950527a6feb6ed308bc4c7ae11276eab86480f8e03db,0.005735706819029484
f000950527a6feb617e8d6ca7025dcf9d765429969122069,0.004197612774287053
755db3b5c5f74eb48564a8be9d4a9d7038ed96bc2eea645c,0.00032812291098630785
f1c1045b13d183299c7eb7b7cc50500bb79b0df58af030c7,0.0002986378786051573
f000950527a6feb6253f50f16bd8640f3bc1fa52d1fdbe29,0.7011532830976758
da8691b210adb3f6334a7abb56fbae858620b23304f160b5,0.00276691868375454
755db3b5c5f74eb46a9abdca3e43a99d07c4aacee3d2cb0d,0.0002783510599705819
755db3b5c5f74eb4ae35ba75629b0e38f837653d747278ba,0.0003262945570185455
d8071a739aa75a3b4634331153e4228e5f2196ccb2568ad5,0.010317766002093038
8f19388cfd6e2b9c65930586f2bb6d24dd3b5b0b0da41d69,0.0005120844290901229
f000950527a6feb6d340f91da09e61347d8200cd2f0d1602,0.0009836543746217256
9c7fa510616a68303f06aeb96201299ec81a38f1f3d49cac,0.0003489884656101228
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,0.008605537161660229
d8071a739aa75a3b3dd2fc71ae50436afcaec1dd528cfa4f,0.0007876165427159386
47645761dc56bb8c8116c9bd0e55c3df666ebcd3c5e63e8a,0.0023512163896516375
ed38190adf12fceb07b1561b4578bf81b041440886202b9b,0.00024321806698844944
f000950527a6feb628bc9c368c9d619acaf87e1faca4ca7e,0.0011884860636540014
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,0.018122790068537706
8f19388cfd6e2b9c01f5e60cea9dec14269aa6c752524bca,0.0002621330053566533
da8691b210adb3f603589e87c62c265a2295913b77f8d1c2,0.00025513829005956076
47e3664e12f3ce7424308681c10ad0c40c5897051242dcce,0.018836698756114555
f000950527a6feb62fd5b5b8e77a9dc5ba3cf4b5cbda6655,0.0017673957444969337
ed38190adf12fceba3b82db3f176d32d9a9832e918f52c39,0.00025603015904886325
f1c1045b13d183297c9b8704d538fafc335088323bdd8e60,0.0002835173426143283
9c7fa510616a6830968388e1be2a051b12001fab35e6144f,0.00024723691838963584
da8691b210adb3f6261f1246d946c4b8b7c1b6dcfea06fae,0.0002645321096240666
4a8fc4f3fb4d8a0f5d3ff041274b3ea44fb550b57fc05d85,0.0014229741946418743
d8071a739aa75a3bd4136293caae5613d39d000535f685cc,0.0005948498353017914
f1c1045b13d183290938ee294347c0fcf724327c5c8dca67,0.0003424207544616204
d8071a739aa75a3b2ff7b2fe193ae712c8b123cd30011c0b,0.001769948866009228
beb4aaaa89e0a0aee8a394e84d59eb3b011cd41d12b4c179,0.0002868667544571068
f1c1045b13d183295739fbdbc9d1c2721ad063a85b6e38e5,0.00026716099821415994
755db3b5c5f74eb4cadaf40a4081375e3871db255288dbc0,0.0002775103676838224
516ab81418ed215d5571f596afa1afb758e8c6c88998743e,0.0013825034095452699
f000950527a6feb62669d6a175fe6fdccd1eb4f7ca8e5016,0.005144979928275865
beb4aaaa89e0a0ae61f3daac6434838d1d8a50e67e22dba8,0.00032861722662696916
f000950527a6feb63ebf49a1b9705e684bc7b1af439613af,0.2641264454295394
da8691b210adb3f6bc3ef45f2809e21e0c8f65df20212fb0,0.00025371567098339857
f1c1045b13d183296fd0976b027f3c74004954fd7ff5dcc8,0.0003416580274142838
e9f7b28ec10e0470bc20722619570a6e28246f532be80b1d,0.009370751195265911
755db3b5c5f74eb4e2e6070160774a438d4a2fdc8d56d846,0.0002617937188263507
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,0.009647478786473963
47645761dc56bb8c1a878c3efe89597f9c2bf9c2828af037,0.0010376661921586388
d8071a739aa75a3b1b82e0b15a4620bc9e5e6faf191b3713,0.0014215318725839515
beb4aaaa89e0a0ae28a42374a5eee2c7361888d6338fde89,0.0002891350959765971
e9f7b28ec10e047061790ff5b1dcb733445066113318d9f7,0.7674531465128068
f000950527a6feb6e8bd9919e2ca363359bcfa997a0f9de7,0.979050146271474
d8071a739aa75a3bcf6fb0041ee883243251d30025ab9d45,0.04183697801513238
4a8fc4f3fb4d8a0fd461bca3f4f01108c2210410d5d9eb7c,0.00033642677840440795
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,0.020897241760287313
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,0.024936109638889724
beb4aaaa89e0a0aef099154437772492a5aaf1d0c2af1986,0.0004362543162257021
f000950527a6feb6d71de3382afa0bc5ff87bb65477f698a,0.7280328414283329
f000950527a6feb6d000b7e4a781fb5250c24acc72204cd7,0.8663081860655557
da8691b210adb3f699e691c935b20d7ff4d9427f720d51d6,0.00021119635685996793
d8071a739aa75a3ba9f2e8627eb88e074e4746a932bbc84e,0.7691837357027066
f000950527a6feb65929509d9be855bf75b7337d4465843e,0.6656189231890399
beb4aaaa89e0a0ae68e24c97e14373e60f928acbb34aecdf,0.0002830693779790697
4a8fc4f3fb4d8a0fb445265309f55da4bba23e8e4cab61eb,0.00041135624590069465
47645761dc56bb8c962f3952603d4b00932be41bc782e0e1,0.0020915063494937004
f000950527a6feb663a49c3810de3b75ba138217a2e715bb,0.7052591336224392
755db3b5c5f74eb40fb5147a2d9be1adf6160f8f516f0b2c,0.00041136777253653067
f000950527a6feb6a81704c38a21ae17f4f09eaa9aa77bea,0.001688000368963382
8f19388cfd6e2b9cee029fca9fb9cbf8779ad73326ee36a5,0.0027878366334558847
f1c1045b13d183291d6072c646b554abd44f23c701be9268,0.0007742040903627064
e9f7b28ec10e0470901540844e4a975dfd0244c3348d235a,0.005058770287518025
f000950527a6feb662c81216ec1db81cb0f044166cdfd345,0.009063265739793814
9c7fa510616a6830cd269cc9853170e0fec0b1bdd46872d3,0.00029014554487643
f000950527a6feb6e50c3917784dddba05d1f07f1601efc5,0.0009677929561692389
216bd2aaf4d07924f2e5b6446f3999091a6b307c7cdb3e7b,0.0007686233360704863
59b38c56de383683506f8b4dc5a83e367502799f68298a1d,0.7665268606325193
755db3b5c5f74eb41348e03b6aad46d5df5ab0a7d38f6700,0.00025148277082665064
755db3b5c5f74eb4c4cc9ceb50da8b99e587c65236b490a2,0.00029340716044628867
9c7fa510616a6830e281d451165b37ecddc4b14bec39c16d,0.0002626788381350042
beb4aaaa89e0a0aed5433e8e41534c9d213de7984678948b,0.0002968294391519967
ed38190adf12fceb5eccec3df141f35317c59145fb66744b,0.0002608993459125985
f000950527a6feb6dc692c84884660eac10b096faa5afe6e,0.1300104016639398
e9f7b28ec10e0470bbec8c542b9ade3c665dbfa616e7a0d6,0.008120793635213343
8f19388cfd6e2b9cfd6ea6bf3f6cd104414db2642435505b,0.0002613656564401431
755db3b5c5f74eb4571138273fb8b29821e6520f79169075,0.0002863931686017014
beb4aaaa89e0a0aeacd1567f79678acc3022944dc3ba7f8e,0.0003958232562330368
d8071a739aa75a3b5c0d8ae6c71cdd2f87d7f569d746c459,0.0006206963082491169
4a8fc4f3fb4d8a0fbf8c29275d8b64a7812d28ce3b3dd917,0.0003896544915170435
755db3b5c5f74eb43cd9ed29bd3a12af0c629aaa21d91ab3,0.00036973506954657954
8f19388cfd6e2b9c4c9c0536b3b89c9e0ee37a0b04b4a6c7,0.00035152909211464594
f000950527a6feb66f9eebef6cc072dc090350c5c7c5d3cb,0.001310521533204561
d8071a739aa75a3bc1635ecb98209bf1cf06afe7a5e9e5b9,0.00532459740516673
47645761dc56bb8cf24287a5be325bdd4535071cee8fe9c4,0.019102742562720428
da8691b210adb3f675004b0b90593872b557a54e46acb1b6,0.0005006848150288071
ed38190adf12fceb86339f6c61f84935c065d330e0587807,0.0005246959144606725
f1c1045b13d183291a2f7440cbc31edd059a1eb494899268,0.0030272941082122406
d8071a739aa75a3b50b579cb61147c4dd0b6ac7767cb5ec7,0.0010649964564934025
516ab81418ed215dae80d64424605966cef9de2990229e54,0.0048172830079469256
9c7fa510616a68309ef619cc924e3435ac1b45eca4b76c95,0.00047556789144712807
e9f7b28ec10e0470fe71409196500f57f060e28b2ca60965,0.0011668478688959228
516ab81418ed215dbcf5df77792110cfef4823498cc29309,0.001652409825390491
f000950527a6feb606373938f68326d3b3e94047e984e200,0.001896781716119075
f1c1045b13d1832916e25ed600b7d375612fc1823e3d0ca6,0.0002919189223253124
